3,0,0,0,0,0,0
10,0,0,0,0,0,0
18,0,0,0,0,0,0
26,0,0,0,0,0,0
34,0,0,0,0,0,0
42,0,0,0,0,0,0
50,0,0,0,0,0,0
58,0,0,0,0,0,0
66,0,0,0,0,0,0
74,0,0,0,0,0,0
82,0,0,0,0,0,0
90,0,0,0,0,0,0
96,0,0,0,0,0,0
104,0,0,0,0,0,0
112,0,0,0,0,0,0
120,0,0,0,0,0,0
126,0,0,0,0,0,0
134,0,0,0,0,0,0
143,0,0,0,0,0,0
151,0,0,0,0,0,0
159,0,0,0,0,0,0
167,0,0,0,0,0,0
175,0,0,0,0,0,0
183,0,0,0,0,0,0
190,0,0,0,0,0,0
198,0,0,0,0,0,0
206,0,0,0,0,0,0
215,0,0,0,0,0,0
223,0,0,0,0,0,0
231,0,0,0,0,0,0
239,0,0,0,0,0,0
247,0,0,0,0,0,0
253,0,0,0,0,0,0
260,0,0,0,0,0,0
268,0,0,0,0,0,0
276,0,0,0,0,0,0
284,0,0,0,0,0,0
292,0,0,0,0,0,0
300,0,0,0,0,0,0
309,0,0,0,0,0,0
317,0,0,0,0,0,0
325,0,0,0,0,0,0
333,0,0,0,0,0,0
342,0,0,0,0,0,0
354,0,0,0,0,0,0
358,0,0,0,0,0,0
366,0,0,0,0,0,0
374,0,0,0,0,0,0
383,0,0,0,0,0,0
391,0,0,0,0,0,0
399,0,0,0,0,0,0
407,0,0,0,0,0,0
416,0,0,0,0,0,0
424,0,0,0,0,0,0
433,0,0,0,0,0,0
442,0,0,0,0,0,0
450,0,0,0,0,0,0
459,0,0,0,0,0,0
465,0,0,0,0,0,0
473,0,0,0,0,0,0
483,0,0,0,0,0,0
489,0,0,0,0,0,0
497,0,0,0,0,0,0
505,0,0,0,0,0,0
513,0,0,0,0,0,0
518,0,0,0,0,0,0
526,0,0,0,0,0,0
534,0,0,0,0,0,0
541,0,0,0,0,0,0
550,0,0,0,0,0,0
559,0,0,0,0,0,0
566,0,0,0,0,0,0
575,0,0,0,0,0,0
582,0,0,0,0,0,0
590,0,0,0,0,0,0
599,0,0,0,0,0,0
607,0,0,0,0,0,0
615,0,0,0,0,0,0
623,0,0,0,0,0,0
631,0,0,0,0,0,0
639,0,0,0,0,0,0
644,0,0,0,0,0,0
652,0,0,0,0,0,0
660,0,0,0,0,0,0
668,0,0,0,0,0,0
676,0,0,0,0,0,0
684,0,0,0,0,0,0
